NAME,DATE,VALUE,ENDOGENIZE,TRANSFORM,Unnamed: 5
cpi,2025-Q4,0.52,cpi_res,pct,
cpi,2027-Q4,0.7,cpi_res,pct,
cpi,2026-Q4,0.36,cpi_res,pct,
cpi,2026-Q1,0.63,cpi_res,pct
cpi,2026-Q2,0.7,cpi_res,pct
cpi,2026-Q3,0.62,cpi_res,pct
cpi,2028-Q4,2.9,cpi_res,annual_pct
cpi,2029-Q4,3,cpi_res,annual_pct
cpi,2027-Q1,0.8,cpi_res,pct
cpi,2027-Q2,0.8,cpi_res,pct
cpi,2027-Q3,0.8,cpi_res,pct
cpi,2030-Q4,3,cpi_res,annual_pct
ppi,2025-Q4,0.6,ppi_res,pct,
ppi,2026-Q4,0.6,ppi_res,pct,
ppi,2027-Q4,0.6,ppi_res,pct,
ppi,2028-Q4,2.266353422,ppi_res,annual_pct,
ppi,2029-Q4,2.2,ppi_res,annual_pct,
ppi,2026-Q1,0.6,ppi_res,pct
ppi,2026-Q2,0.6,ppi_res,pct
ppi,2026-Q3,0.6,ppi_res,pct
ppi,2027-Q1,0.6,ppi_res,pct
ppi,2027-Q2,0.6,ppi_res,pct
ppi,2027-Q3,0.6,ppi_res,pct
ppi,2025-Q3,0.7,ppi_res,pct
ppi,2030-Q4,2.4,ppi_res,annual_pct
pce_r,2025-Q4,0.9,pce_r_res,pct,
pce_r,2027-Q4,1.3,pce_r_res,pct,
pce_r,2028-Q4,5.17,pce_r_res,annual_pct,
pce_r,2029-Q4,5,pce_r_res,annual_pct,
pce_r,2025-Q3,1.1,pce_r_res,pct,
pce_r,2026-Q4,1.3,pce_r_res,pct
pce_r,2026-Q3,1.4,pce_r_res,pct
pce_r,2026-Q2,1.3,pce_r_res,pct
pce_r,2026-Q1,1.1,pce_r_res,pct
pce_r,2027-Q1,1.2,pce_r_res,pct
pce_r,2027-Q2,1.2,pce_r_res,pct
pce_r,2027-Q3,1.3,pce_r_res,pct
pce_r,2030-Q4,5.2,pce_r_res,annual_pct
gce_r,2025-Q4,4.5,gce_r_res,pct,
gce_r,2027-Q4,0.9,gce_r_res,pct,
gce_r,2028-Q4,3.5,gce_r_res,annual_pct,
gce_r,2029-Q4,3.3,gce_r_res,annual_pct,
gce_r,2025-Q3,5.5,gce_r_res,pct,
gce_r,2026-Q1,1,gce_r_res,pct
gce_r,2026-Q2,0.5,gce_r_res,pct
gce_r,2026-Q3,0.5,gce_r_res,pct
gce_r,2026-Q4,0.6,gce_r_res,pct
gce_r,2027-Q1,1.2,gce_r_res,pct
gce_r,2027-Q2,1.1,gce_r_res,pct
gce_r,2027-Q3,1,gce_r_res,pct
gce_r,2030-Q4,3.5,gce_r_res,annual_pct
gfcf_r,2027-Q4,1.2,gfcf_r_res,pct,
gfcf_r,2028-Q4,5,gfcf_r_res,annual_pct,
gfcf_r,2025-Q4,0.5,gfcf_r_res,pct,
gfcf_r,2025-Q3,0.8,gfcf_r_res,pct,
gfcf_r,2029-Q4,5.1,gfcf_r_res,annual_pct
gfcf_r,2026-Q1,1.3,gfcf_r_res,pct
gfcf_r,2026-Q2,1.4,gfcf_r_res,pct
gfcf_r,2026-Q3,1.3,gfcf_r_res,pct
gfcf_r,2026-Q4,1.5,gfcf_r_res,pct
gfcf_r,2027-Q1,1.5,gfcf_r_res,pct
gfcf_r,2027-Q2,1.4,gfcf_r_res,pct
gfcf_r,2027-Q3,1.3,gfcf_r_res,pct
gfcf_r,2030-Q4,5.2,gfcf_r_res,annual_pct
stk_r,2027-Q4,36395.2,stk_r_res,,
stk_r,2028-Q4,130000,stk_r_res,annual,
stk_r,2025-Q3,44822.9,stk_r_res,
stk_r,2025-Q4,44871.2,stk_r_res,
stk_r,2026-Q1,45047.9,stk_r_res,
stk_r,2026-Q2,45294.4,stk_r_res,
stk_r,2026-Q3,45565.4,stk_r_res,
stk_r,2026-Q4,45826,stk_r_res,
stk_r,2027-Q1,42050.2,stk_r_res,
stk_r,2027-Q2,39219.8,stk_r_res,
stk_r,2027-Q3,37334.8,stk_r_res,
stk_r,2029-Q4,143339.7,stk_r_res,annual
stk_r,2030-Q4,152601.7,stk_r_res,annual
xg_r,2027-Q4,1.2,xg_r_res,pct,
xg_r,2028-Q4,4.9,xg_r_res,annual_pct,
xg_r,2029-Q4,5.1,xg_r_res,annual_pct,
xg_r,2025-Q4,-1.2,xg_r_res,pct
xg_r,2025-Q3,-1.8,xg_r_res,pct
xg_r,2026-Q2,0.9,xg_r_res,pct
xg_r,2026-Q1,0.7,xg_r_res,pct
xg_r,2026-Q4,1.1,xg_r_res,pct
xg_r,2026-Q3,1.1,xg_r_res,pct
xg_r,2027-Q1,1.2,xg_r_res,pct
xg_r,2027-Q2,1.2,xg_r_res,pct
xg_r,2027-Q3,1.2,xg_r_res,pct
xg_r,2030-Q4,4.8,xg_r_res,annual_pct
xs_r,2027-Q4,1.3,xs_r_res,pct,
xs_r,2028-Q4,5.234465358,xs_r_res,annual_pct,
xs_r,2025-Q3,0.4,xs_r_res,pct
xs_r,2025-Q4,0.7,xs_r_res,pct
xs_r,2026-Q1,0.9,xs_r_res,pct
xs_r,2026-Q2,1.1,xs_r_res,pct
xs_r,2026-Q3,1.2,xs_r_res,pct
xs_r,2026-Q4,1.2,xs_r_res,pct
xs_r,2027-Q1,1.2,xs_r_res,pct
xs_r,2027-Q2,1.2,xs_r_res,pct
xs_r,2027-Q3,1.3,xs_r_res,pct
xs_r,2029-Q4,2.5,xs_r_res,annual_pct
xs_r,2030-Q4,2.9,xs_r_res,annual_pct
mg_r,2025-Q4,-0.6,mg_r_res,pct,
mg_r,2027-Q4,1.1,mg_r_res,pct,
mg_r,2028-Q4,4.5,mg_r_res,annual_pct,
mg_r,2029-Q4,5,mg_r_res,annual_pct,
mg_r,2025-Q3,-0.6,mg_r_res,pct,
mg_r,2026-Q1,1,mg_r_res,pct
mg_r,2026-Q3,0.5,mg_r_res,pct
mg_r,2026-Q4,0.5,mg_r_res,pct
mg_r,2026-Q2,0.7,mg_r_res,pct
mg_r,2027-Q1,1.4,mg_r_res,pct
mg_r,2027-Q2,1.3,mg_r_res,pct
mg_r,2027-Q3,1.2,mg_r_res,pct
mg_r,2030-Q4,4.8,mg_r_res,annual_pct
ms_r,2025-Q4,0.3,ms_r_res,pct,
ms_r,2027-Q4,0.8,ms_r_res,pct,
ms_r,2028-Q4,3.284098335,ms_r_res,annual_pct,
ms_r,2029-Q4,3.5,ms_r_res,annual_pct,
ms_r,2025-Q3,0.5,ms_r_res,pct,
ms_r,2026-Q3,0.5,ms_r_res,pct
ms_r,2026-Q4,0.5,ms_r_res,pct
ms_r,2026-Q1,0.5,ms_r_res,pct
ms_r,2026-Q2,0.6,ms_r_res,pct
ms_r,2027-Q1,1.2,ms_r_res,pct
ms_r,2027-Q2,1.1,ms_r_res,pct
ms_r,2027-Q3,0.9,ms_r_res,pct
ms_r,2030-Q4,3.2,ms_r_res,annual_pct
gdp_r_res,2026-Q3,0.06,,,
gdp_r_res,2028-Q1,-0.015466726,,,
gdp_r_res,2028-Q2,-0.023186326,,,
gdp_r_res,2028-Q3,-0.030992182,,,
gdp_r_res,2028-Q4,-0.038883817,,,
gdp_r_res,2025-Q4,-0.1,,
gdp_r_res,2025-Q3,-0.2,,
gdp_r_res,2026-Q1,0.1,,
partrate,2025-Q4,78.3,partrate_res,,
partrate,2026-Q4,78.7,partrate_res,,
partrate,2027-Q4,78.7,partrate_res,annual,
partrate,2028-Q4,78.8,partrate_res,annual,
partrate,2029-Q4,78.8,partrate_res,annual,
partrate,2025-Q1,78.8,partrate_res,
partrate,2025-Q2,78.5,partrate_res,
partrate,2025-Q3,78.3,partrate_res,
partrate,2026-Q1,78.5,partrate_res,
partrate,2026-Q2,78.6,partrate_res,
partrate,2026-Q3,78.7,partrate_res,
partrate,2030-Q4,78.5,partrate_res,annual
urate,2025-Q4,4.9,urate_res,,
urate,2026-Q4,4.992582232,urate_res,annual,
urate,2027-Q4,4.978627184,urate_res,annual,
urate,2028-Q4,4.809551105,urate_res,annual,
urate,2029-Q4,5,urate_res,annual,
urate,2025-Q2,4.8,urate_res,
urate,2025-Q3,4.8,urate_res,
urate,2026-Q1,4.9,urate_res,
urate,2026-Q2,5,urate_res,
urate,2026-Q3,5,urate_res,
urate,2025-Q1,4.9,urate_res,
urate,2030-Q4,5,urate_res,annual
xr,2025-Q4,16330,xr_res,,
xr,2026-Q1,16380,xr_res,
xr,2026-Q2,16380,xr_res,
xr,2026-Q3,16480,xr_res,
xr,2026-Q4,16585.5,xr_res,
xr,2027-Q4,16563,xr_res,
xr,2028-Q4,16598,xr_res,annual
xr,2029-Q4,16592,xr_res,annual
xr,2027-Q1,16563,xr_res,
xr,2027-Q2,16552,xr_res,
xr,2027-Q3,16552,xr_res,
xr,2030-Q4,16550,xr_res,annual
